"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Sep 18 23:14:38 GMT 2024","Wed Sep 18 23:14:40 GMT 2024","2292","","Logout from the application","","Successfully logout and redirect to login page","","Successfully logout and redirect to login page",""
